,cosine_to_orig,embeddings_rank,from_clipping,from_original_token,from_split,norms_seen,spellcheck_rank,in_lexicon,length,same_order,orig_norms_seen,orig_in_lexicon,orig_same_order,orig_length,correct,raw_tok_index
owner's,0.527468740940094,,1.0,,,,,1.0,7,1.0,11.0,1.0,1.0,3.0,,2_22
owners,0.5214675068855286,,1.0,,,,,1.0,6,1.0,11.0,1.0,1.0,3.0,,2_22
ownership,0.570881724357605,,1.0,,,,,1.0,9,1.0,11.0,1.0,1.0,3.0,,2_22
ownership's,0.6426704525947571,,1.0,,,,,1.0,11,1.0,11.0,1.0,1.0,3.0,,2_22
owning,0.6034874320030212,,1.0,,,,,1.0,6,1.0,11.0,1.0,1.0,3.0,,2_22
owns,0.4781460464000702,,1.0,,,,5.0,1.0,4,1.0,11.0,1.0,1.0,3.0,,2_22
personal,0.7627833485603333,0.0,,,,,,1.0,8,,11.0,1.0,1.0,3.0,,2_22
pwn,0.36097556352615356,,,,,,1.0,1.0,3,,11.0,1.0,1.0,3.0,,2_22
sown,0.3041146397590637,,,,,,4.0,1.0,4,1.0,11.0,1.0,1.0,3.0,,2_22
town,0.2920556366443634,,,,,,6.0,1.0,4,1.0,11.0,1.0,1.0,3.0,,2_22
won,0.2916668653488159,,,,,,0.0,1.0,3,,11.0,1.0,1.0,3.0,,2_22
beam,0.3159409165382385,,,,,,14.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
meat,0.273007333278656,,,,,,0.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
ream,0.3482411801815033,,,,,,1.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
seam,0.34570789337158203,,,,,,9.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
squad,0.8256303071975708,0.0,,,,,,1.0,5,,12.0,1.0,1.0,4.0,,2_23
steam,0.3600704073905945,,,,,,5.0,1.0,5,1.0,12.0,1.0,1.0,4.0,,2_23
tam,0.1987740695476532,,,,,,3.0,1.0,3,,12.0,1.0,1.0,4.0,,2_23
tea,0.26475486159324646,,,,,,4.0,1.0,3,,12.0,1.0,1.0,4.0,,2_23
teak,0.3043675720691681,,,,,,15.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
teal,0.20138931274414062,,,,,,13.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
team,1.0,,1.0,1.0,,12.0,,1.0,4,1.0,12.0,1.0,1.0,4.0,1.0,2_23
team's,0.7172223329544067,,1.0,,,,,1.0,6,1.0,12.0,1.0,1.0,4.0,,2_23
teamed,0.3366648554801941,,1.0,,,,,1.0,6,1.0,12.0,1.0,1.0,4.0,,2_23
teaming,0.3703852891921997,,1.0,,,,,1.0,7,1.0,12.0,1.0,1.0,4.0,,2_23
teammate,0.6930418610572815,,1.0,,,,,1.0,8,1.0,12.0,1.0,1.0,4.0,,2_23
teammate's,0.3780266344547272,,1.0,,,,,1.0,10,1.0,12.0,1.0,1.0,4.0,,2_23
teammates,0.721221387386322,,1.0,,,,,1.0,9,1.0,12.0,1.0,1.0,4.0,,2_23
teams,0.8159554600715637,1.0,1.0,,,,6.0,1.0,5,1.0,12.0,1.0,1.0,4.0,,2_23
teamster,0.4403160512447357,,1.0,,,,,1.0,8,1.0,12.0,1.0,1.0,4.0,,2_23
teamster's,,,1.0,,,,,1.0,10,1.0,12.0,1.0,1.0,4.0,,2_23
teamsters,0.5003668665885925,,1.0,,,,,1.0,9,1.0,12.0,1.0,1.0,4.0,,2_23
teamwork,0.5979114770889282,,1.0,,,,,1.0,8,1.0,12.0,1.0,1.0,4.0,,2_23
teamwork's,,,1.0,,,,,1.0,10,1.0,12.0,1.0,1.0,4.0,,2_23
tear,0.23724707961082458,,,,,,10.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
teas,0.18241631984710693,,,,,,8.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
teat,0.2072882056236267,,,,,,12.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
teem,0.25357863306999207,,,,,,7.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
temp,0.21407310664653778,,,,,,16.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
term,0.331631600856781,,,,,,11.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
totem,0.2605200707912445,,,,,,17.0,1.0,5,,12.0,1.0,1.0,4.0,,2_23
tram,0.2764386832714081,,,,,,2.0,1.0,4,,12.0,1.0,1.0,4.0,,2_23
all,0.463320791721344,,,,,,1.0,1.0,3,,,,1.0,4.0,,2_24
ball,0.2956392168998718,,,,,,9.0,1.0,4,,,,1.0,4.0,,2_24
call,0.3342951238155365,,,,,,4.0,1.0,4,,,,1.0,4.0,,2_24
fall,0.25953906774520874,,,,,,10.0,1.0,4,,,,1.0,4.0,,2_24
gall,0.27963095903396606,,,,,,5.0,1.0,4,,,,1.0,4.0,,2_24
hall,0.21793673932552338,,,,,,8.0,1.0,4,,,,1.0,4.0,,2_24
karmys,0.7898517847061157,2.0,,,,,,,6,,,,1.0,4.0,,2_24
mall,0.26267367601394653,,,,,,6.0,1.0,4,,,,1.0,4.0,,2_24
pall,0.156873881816864,,,,,,7.0,1.0,4,,,,1.0,4.0,,2_24
tall,0.29250863194465637,,,,,,0.0,1.0,4,,,,1.0,4.0,,2_24
wall,0.2537938356399536,,,,,,12.0,1.0,4,,,,1.0,4.0,,2_24
y'all,0.9025623798370361,0.0,,,,17.0,2.0,1.0,5,1.0,,,1.0,4.0,1.0,2_24
ya'll,0.8188105225563049,1.0,,,,,,,5,1.0,,,1.0,4.0,,2_24
yall,1.0,,,1.0,,,,,4,1.0,,,1.0,4.0,,2_24
yawl,0.7297062873840332,,,,,,11.0,1.0,4,,,,1.0,4.0,,2_24
yell,0.3025677800178528,,,,,,3.0,1.0,4,,,,1.0,4.0,,2_24
yule,0.24547506868839264,,,,,,13.0,1.0,4,,,,1.0,4.0,,2_24
are,0.8072746992111206,1.0,,,,,,1.0,3,,21.0,1.0,1.0,4.0,,2_25
ere,0.14577847719192505,,,,,,5.0,1.0,3,,21.0,1.0,1.0,4.0,,2_25
ewer,0.23843802511692047,,,,,,3.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
here,0.3623732328414917,,,,,,14.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
mere,0.35260581970214844,,,,,,13.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
sere,0.1475263386964798,,,,,,9.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
ware,0.26967787742614746,,,,,,11.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
we re,,,,,1.0,,,,5,1.0,21.0,1.0,1.0,4.0,,2_25
we're,0.5387581586837769,,,,,,8.0,1.0,5,1.0,21.0,1.0,1.0,4.0,,2_25
wear,0.31016796827316284,,,,,1.0,0.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
wee,0.25470301508903503,,,,,,6.0,1.0,3,,21.0,1.0,1.0,4.0,,2_25
weer,0.07943103462457657,,,,,,2.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
weir,0.19498969614505768,,,,,,1.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
were,1.0,,1.0,1.0,,21.0,4.0,1.0,4,1.0,21.0,1.0,1.0,4.0,1.0,2_25
weren't,0.8619515895843506,0.0,1.0,,,,,1.0,7,1.0,21.0,1.0,1.0,4.0,,2_25
werewolf,0.2429772913455963,,1.0,,,,,1.0,8,1.0,21.0,1.0,1.0,4.0,,2_25
werewolf's,0.32641080021858215,,1.0,,,,,1.0,10,1.0,21.0,1.0,1.0,4.0,,2_25
werewolves,0.3922077715396881,,1.0,,,,,1.0,10,1.0,21.0,1.0,1.0,4.0,,2_25
where,0.4410112202167511,,,,,,7.0,1.0,5,1.0,21.0,1.0,1.0,4.0,,2_25
wire,0.3190857172012329,,,,,,10.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
wore,0.45719683170318604,,,,,,12.0,1.0,4,,21.0,1.0,1.0,4.0,,2_25
building,0.3391183912754059,,,,,,8.0,1.0,8,,,,1.0,7.0,,2_26
clowning,0.8393328785896301,7.0,,,,,,1.0,8,,,,1.0,7.0,,2_26
gelding,0.08468413352966309,,,,,,9.0,1.0,7,,,,1.0,7.0,,2_26
gilding,0.14861628413200378,,,,,,6.0,1.0,7,,,,1.0,7.0,,2_26
vaulting,0.21106426417827606,,,,,,10.0,1.0,8,,,,1.0,7.0,,2_26
welding,0.18150924146175385,,,,,,2.0,1.0,7,,,,1.0,7.0,,2_26
whylin,0.8824251890182495,5.0,,,,,,,6,,,,1.0,7.0,,2_26
whyling,0.8602437973022461,6.0,,,,,,,7,,,,1.0,7.0,,2_26
wielding,0.1890142261981964,,,,,,1.0,1.0,8,1.0,,,1.0,7.0,,2_26
wild ing,,,,,1.0,,,,8,1.0,,,1.0,7.0,,2_26
wildin,0.9710069298744202,0.0,,,,,,,6,,,,1.0,7.0,,2_26
wilding,1.0,,,1.0,,,,,7,1.0,,,1.0,7.0,1.0,2_26
wildn,0.8902789950370789,3.0,,,,,,,5,,,,1.0,7.0,,2_26
wildness,0.37045469880104065,,,,,,11.0,1.0,8,,,,1.0,7.0,,2_26
wilin,0.8956682682037354,2.0,,,,,,,5,,,,1.0,7.0,,2_26
wiling,0.4082954525947571,,,,,,0.0,1.0,6,,,,1.0,7.0,,2_26
willing,0.26803848147392273,,,,,,5.0,1.0,7,,,,1.0,7.0,,2_26
wilting,0.26126304268836975,,,,,,4.0,1.0,7,,,,1.0,7.0,,2_26
winding,0.26821839809417725,,,,,,3.0,1.0,7,,,,1.0,7.0,,2_26
wingding,0.2988657057285309,,,,,,7.0,,8,,,,1.0,7.0,,2_26
wylin,0.9239376187324524,1.0,,,,,,,5,,,,1.0,7.0,,2_26
wyling,0.8842558860778809,4.0,,,,,,,6,,,,1.0,7.0,,2_26
alts,0.32730844616889954,,,,,,1.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
blast,0.31324538588523865,,,,,,6.0,1.0,5,1.0,15.0,1.0,1.0,4.0,,2_27
cast,0.3801262378692627,,,,,,14.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
east,0.285902738571167,,,,,,10.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
first,0.7522445917129517,0.0,,,,,,1.0,5,,15.0,1.0,1.0,4.0,,2_27
ladt,0.7243291139602661,1.0,,,,,,,4,,15.0,1.0,1.0,4.0,,2_27
lase,0.2666420340538025,,,,,,8.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
lasr,0.7202508449554443,2.0,,,,,,,4,,15.0,1.0,1.0,4.0,,2_27
lass,0.33047017455101013,,,,,,11.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
last,1.0,,1.0,1.0,,15.0,16.0,1.0,4,1.0,15.0,1.0,1.0,4.0,1.0,2_27
last's,0.4638097584247589,,1.0,,,,,1.0,6,1.0,15.0,1.0,1.0,4.0,,2_27
lasted,0.5885653495788574,,1.0,,,,,1.0,6,1.0,15.0,1.0,1.0,4.0,,2_27
lasting,0.36799925565719604,,1.0,,,,,1.0,7,1.0,15.0,1.0,1.0,4.0,,2_27
lastingly,,,1.0,,,,,1.0,9,1.0,15.0,1.0,1.0,4.0,,2_27
lastly,0.28793394565582275,,1.0,,,,,1.0,6,1.0,15.0,1.0,1.0,4.0,,2_27
lasts,0.4707143306732178,,1.0,,,,5.0,1.0,5,1.0,15.0,1.0,1.0,4.0,,2_27
lat,0.4237062335014343,,,,,,3.0,,3,,15.0,1.0,1.0,4.0,,2_27
lats,0.34343159198760986,,,,,,0.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
lawsuit,0.2532288730144501,,,,,,17.0,1.0,7,1.0,15.0,1.0,1.0,4.0,,2_27
least,0.5367690324783325,,,,,,4.0,1.0,5,1.0,15.0,1.0,1.0,4.0,,2_27
lest,0.2759522795677185,,,,,,9.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
list,0.41054022312164307,,,,,,12.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
lost,0.5090059638023376,,,,,,13.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
lust,0.21772052347660065,,,,,,15.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
salt,0.26082026958465576,,,,,,2.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
slat,0.1450977623462677,,,,,,7.0,1.0,4,,15.0,1.0,1.0,4.0,,2_27
ngiht,0.8186901211738586,7.0,,,,,,,5,,,,1.0,5.0,,2_28
nifht,0.8207054138183594,6.0,,,,,,,5,,,,1.0,5.0,,2_28
niggard,0.48467308282852173,,,,,,1.0,1.0,7,,,,1.0,5.0,,2_28
nighg,0.8669316172599792,0.0,,,,,,,5,,,,1.0,5.0,,2_28
nighr,0.8400789499282837,4.0,,,,,,,5,,,,1.0,5.0,,2_28
night,0.7154783010482788,,,,,,0.0,1.0,5,,,,1.0,5.0,1.0,2_28
nigjt,1.0,,,1.0,,,,,5,1.0,,,1.0,5.0,,2_28
nigt,0.8579300045967102,1.0,,,,,,,4,,,,1.0,5.0,,2_28
nihgt,0.8314812779426575,5.0,,,,,,,5,,,,1.0,5.0,,2_28
nnight,0.8524633646011353,2.0,,,,,,,6,,,,1.0,5.0,,2_28
nugget,0.2932581901550293,,,,,,2.0,1.0,6,,,,1.0,5.0,,2_28
nught,0.8506776094436646,3.0,,,,,,,5,,,,1.0,5.0,,2_28
maarn,0.8343393206596375,7.0,,,,,,,5,,,,1.0,3.0,,2_29
oh,0.42173445224761963,,,,,,0.0,1.0,2,,,,1.0,3.0,,2_29
ooh,0.5192008018493652,,,,,,3.0,,3,,,,1.0,3.0,,2_29
shem,0.8385628461837769,6.0,,,,,,,4,,,,1.0,3.0,,2_29
tjo,0.846211314201355,5.0,,,,,,,3,,,,1.0,3.0,,2_29
y oh,,,,,,,7.0,,4,1.0,,,1.0,3.0,,2_29
y-oh,,,,,,,8.0,,4,1.0,,,1.0,3.0,,2_29
yeah,0.38075825572013855,,,,,,11.0,1.0,4,,,,1.0,3.0,,2_29
yho,0.8988194465637207,0.0,,,,,,,3,,,,1.0,3.0,,2_29
yo,0.5662066340446472,,,,,,1.0,1.0,2,,,,1.0,3.0,,2_29
yo h,,,,,,,9.0,,4,1.0,,,1.0,3.0,,2_29
yo-h,,,,,,,10.0,,4,1.0,,,1.0,3.0,,2_29
yob,0.4975849390029907,,,,,,5.0,,3,,,,1.0,3.0,,2_29
yoh,1.0,,,1.0,,,,,3,1.0,,,1.0,3.0,1.0,2_29
yohhh,0.853583812713623,4.0,,,,,,,5,1.0,,,1.0,3.0,,2_29
yon,0.42740464210510254,,,,,,2.0,1.0,3,,,,1.0,3.0,,2_29
yoooh,0.8861332535743713,1.0,,,,,,,5,1.0,,,1.0,3.0,,2_29
yooooh,0.872248113155365,2.0,,,,,,,6,1.0,,,1.0,3.0,,2_29
yoooooh,0.85783851146698,3.0,,,,,,,7,1.0,,,1.0,3.0,,2_29
you,0.346202552318573,,,,,,4.0,1.0,3,,,,1.0,3.0,,2_29
yow,0.7327638864517212,,,,,,6.0,,3,,,,1.0,3.0,,2_29
daw,0.9298668503761292,7.0,,,,,,,3,,,,1.0,4.0,,2_30
hiya,0.47270312905311584,,,,,,0.0,,4,,,,1.0,4.0,,2_30
naman,0.931317925453186,6.0,,,,,,,5,,,,1.0,4.0,,2_30
nila,0.929120659828186,8.0,,,,,,,4,,,,1.0,4.0,,2_30
niya,1.0,,,1.0,,,,,4,1.0,,,1.0,4.0,1.0,2_30
niyang,0.9358127117156982,4.0,,,,,,,6,1.0,,,1.0,4.0,,2_30
sakanya,0.9411941170692444,2.0,,,,,,,7,,,,1.0,4.0,,2_30
siya,0.9544163346290588,0.0,,,,,,,4,,,,1.0,4.0,,2_30
sya,0.9464529752731323,1.0,,,,,,,3,,,,1.0,4.0,,2_30
talaga,0.9326596260070801,5.0,,,,,,,6,,,,1.0,4.0,,2_30
yun,0.9374603033065796,3.0,,,,,,,3,,,,1.0,4.0,,2_30
a,0.2106042504310608,,,,,,1.0,1.0,1,,,,1.0,2.0,,2_31
acha,0.8504712581634521,7.0,,,,,,,4,,,,1.0,2.0,,2_31
aunda,0.8615931272506714,2.0,,,,,,,5,,,,1.0,2.0,,2_31
ca,0.442516028881073,,,,,,13.0,1.0,2,,,,1.0,2.0,,2_31
chingam,0.8597791194915771,3.0,,,,,,,7,,,,1.0,2.0,,2_31
dasso,0.8539762496948242,5.0,,,,,,,5,,,,1.0,2.0,,2_31
ea,0.5171823501586914,,,,,,9.0,,2,,,,1.0,2.0,,2_31
ha,0.6418330073356628,,,,,,0.0,1.0,2,,,,1.0,2.0,,2_31
j,0.5169656276702881,,,,,,2.0,,1,,,,1.0,2.0,,2_31
ja,1.0,,,1.0,,,,,2,1.0,,,1.0,2.0,1.0,2_31
jaa,0.8682770729064941,0.0,,,,,,,3,1.0,,,1.0,2.0,,2_31
jab,0.6515532732009888,,1.0,,,,6.0,1.0,3,1.0,,,1.0,2.0,,2_31
jab's,,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jabbed,0.11846023052930832,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jabber,0.2695809304714203,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jabber's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jabbered,0.18510539829730988,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jabberer,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jabberer's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jabberers,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jabbering,0.14361901581287384,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jabbers,0.26676663756370544,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jabbing,0.016018996015191078,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jabot,0.5982242822647095,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jabot's,,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jabots,,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jabs,0.15507613122463226,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jack,0.3130052089691162,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jack's,0.228704571723938,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jackal,0.17541150748729706,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jackal's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jackals,0.13694526255130768,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jackass,0.19724628329277039,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jackass's,0.1343570500612259,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jackasses,0.14155693352222443,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jackboot,0.1655455082654953,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jackboot's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jackboots,0.18381422758102417,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jackdaw,0.1955028474330902,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jackdaw's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jackdaws,0.12288997322320938,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacked,0.09926202893257141,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jacket,0.17596854269504547,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jacket's,0.15429842472076416,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jackets,0.18089671432971954,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jackhammer,0.11227855086326599,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jackhammer's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jackhammers,0.10451878607273102,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jackie,0.37653955817222595,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jackie's,0.2900458574295044,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacking,0.1583830863237381,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jackknife,0.3002488613128662,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jackknife's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jackknifed,0.17591138184070587,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jackknifes,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jackknifing,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jackknives,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jacklyn,0.40315550565719604,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jacklyn's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jackpot,0.10919796675443649,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jackpot's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jackpots,0.025251004844903946,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jackrabbit,0.19003863632678986,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jackrabbit's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jackrabbits,0.1561814844608307,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jacks,0.2722175419330597,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jackson,0.3046957850456238,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jackson's,0.23455117642879486,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jacksonian,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jacksonian's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jacksonville,0.2673623561859131,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jacksonville's,,,1.0,,,,,1.0,14,1.0,,,1.0,2.0,,2_31
jacky,0.4057779312133789,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jacky's,0.4259921908378601,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jaclyn,0.34873732924461365,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jaclyn's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacob,0.2990744113922119,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jacob's,0.26927459239959717,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jacobean,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacobean's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jacobi,0.4401156008243561,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jacobi's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacobin,0.26141688227653503,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jacobin's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jacobite,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacobite's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jacobs,0.272600382566452,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jacobs's,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacobson,0.45973101258277893,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacobson's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jacquard,0.2183791548013687,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jacquard's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jacqueline,0.4024900496006012,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jacqueline's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jacquelyn,0.4618520736694336,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jacquelyn's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jacques,0.3975084125995636,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jacques's,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jacuzzi,0.2317298948764801,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jacuzzi's,0.31116169691085815,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jade,0.3393440246582031,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jade's,0.23531296849250793,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jaded,0.22665588557720184,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jades,0.24407443404197693,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jading,0.3351753354072571,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jag,0.5921505689620972,,1.0,,,,4.0,1.0,3,1.0,,,1.0,2.0,,2_31
jag's,,,1.0,,,,,1.0,5,1.0,,,1.0,2.0,,2_31
jagged,0.1735016256570816,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jaggeder,,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaggedest,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jaggedly,0.2637273073196411,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaggedness,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jaggedness's,,,1.0,,,,,1.0,12,1.0,,,1.0,2.0,,2_31
jagger,0.3238803744316101,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jagger's,0.4056476354598999,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaggies,0.284235417842865,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jagiellon,,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jagiellon's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jags,0.188620924949646,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jaguar,0.27428796887397766,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jaguar's,0.21324782073497772,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jaguars,0.1594742387533188,,1.0,,,,,1.0,7,1.0,,,1.0,2.0,,2_31
jahangir,0.6713988780975342,,1.0,,,,,1.0,8,1.0,,,1.0,2.0,,2_31
jahangir's,,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jail,0.37361258268356323,,1.0,,,,,1.0,4,1.0,,,1.0,2.0,,2_31
jail's,0.18178988993167877,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jailbreak,0.2339765429496765,,1.0,,,,,1.0,9,1.0,,,1.0,2.0,,2_31
jailbreak's,,,1.0,,,,,1.0,11,1.0,,,1.0,2.0,,2_31
jailbreaks,0.0812951922416687,,1.0,,,,,1.0,10,1.0,,,1.0,2.0,,2_31
jailed,0.2214605212211609,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
jailer,0.28885582089424133,,1.0,,,,,1.0,6,1.0,,,1.0,2.0,,2_31
